
lat,lon
41.72638889,86.18305556,1.jpg
41.72638889,86.18305556,2.jpg
41.67916667,86.15250000,IMG_20220219_114222.jpg
41.67944444,86.15277778,IMG_20220219_114237.jpg
41.67944444,86.15277778,IMG_20220219_114244.jpg
41.67944444,86.15277778,IMG_20220219_114337.jpg
41.68000000,86.15277778,IMG_20220219_114444.jpg
41.68055556,86.15277778,IMG_20220219_114652.jpg
41.68083333,86.15277778,IMG_20220219_114800.jpg
41.72638889,86.18305556,IMG_20220219_114839.jpg
41.72638889,86.18305556,IMG_20220219_115423.jpg
41.72638889,86.18305556,IMG_20220219_115429.jpg
41.72638889,86.18305556,IMG_20220219_115713.jpg
41.72638889,86.18305556,IMG_20220219_115917.jpg
41.72638889,86.18305556,IMG_20220219_120642.jpg
41.72638889,86.18305556,IMG_20220219_120705.jpg
41.72638889,86.18305556,IMG_20220219_121017.jpg
41.72638889,86.18305556,IMG_20220219_121025.jpg
41.72638889,86.18305556,IMG_20220219_121706.jpg
41.72638889,86.18305556,IMG_20220219_121745.jpg
41.72638889,86.18305556,IMG_20220219_122221.jpg
41.72638889,86.18305556,IMG_20220219_122324.jpg
41.72638889,86.18305556,IMG_20220219_123029.jpg
41.72638889,86.18305556,IMG_20220219_123908.jpg
41.72638889,86.18305556,IMG_20220219_131814.jpg
41.72638889,86.18305556,IMG_20220219_132108.jpg
41.72638889,86.18305556,IMG_20220219_132656.jpg
41.72638889,86.18305556,IMG_20220219_132734.jpg
41.72638889,86.18305556,IMG_20220219_133259.jpg
41.72638889,86.18305556,IMG_20220219_133506.jpg
41.72638889,86.18305556,IMG_20220219_133615.jpg
41.72638889,86.18305556,IMG_20220219_133955.jpg
41.72638889,86.18305556,IMG_20220219_135210.jpg
41.68583333,86.15194444,IMG_20220219_140635.jpg
41.68583333,86.15194444,IMG_20220219_140801.jpg
41.68583333,86.15194444,IMG_20220219_140925.jpg
41.68583333,86.15194444,IMG_20220219_141000.jpg
41.68583333,86.15194444,IMG_20220219_141001.jpg
lat,lon
41.72638889,86.18305556,1.jpg
